40,2,0,0,0,39,3,0,0,0,39,3,0,0,0,40,1,1,0,0,39,3,0,0,0,42,42,01101145,20170101100751010,05073
31,3,2,1,0,30,5,1,1,0,32,3,1,1,0,30,4,2,1,0,32,3,1,1,0,36,37,01101146,20170101101146001,05073
38,0,1,1,0,38,0,1,1,0,38,1,0,1,0,38,1,0,1,0,38,0,1,1,0,40,40,03601174,20170203601174116,05077
37,0,0,0,0,37,0,0,0,0,37,0,0,0,0,35,2,0,0,0,35,0,1,1,0,37,37,01101094,20170101101094001,05081
3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,02900624,20170102900624001,05089
2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,2,2,02900781,20170102900781002,05089
91,14,1,1,0,90,15,1,1,0,89,12,5,1,0,90,13,2,2,0,89,15,2,1,0,108,107,00800074,20170100800074001,00065
54,5,0,0,0,53,6,0,0,0,55,4,0,0,0,55,4,0,0,0,55,4,0,0,0,59,59,01100707,20170101100707002,05144
12,2,0,0,1,14,0,0,0,1,12,1,1,0,1,12,1,1,0,1,13,0,1,0,1,15,15,01100715,20160101100715001,05147
8,1,1,0,0,8,2,0,0,0,8,1,1,0,0,8,1,1,0,0,8,2,0,0,0,10,10,01100948,20170101100948001,05147
19,0,0,0,0,19,0,0,0,0,19,0,0,0,0,19,0,0,0,0,19,0,0,0,0,20,19,00900457,20170100900457001,05148
28,0,0,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0,0,0,28,28,00600485,20170100600485001,06023
31,1,0,0,0,31,0,1,0,0,31,1,0,0,0,32,0,0,0,0,31,1,0,0,0,33,32,00100291,20180200100291002,06029
34,2,0,0,0,32,4,0,0,0,32,3,1,0,0,33,3,0,0,0,32,3,1,0,0,36,36,00701025,20170100701025001,06044
58,4,1,0,0,55,7,1,0,0,52,10,1,0,0,54,7,2,0,0,56,6,1,0,0,63,63,00500713,20170100500713003,06045
75,1,0,0,0,73,3,0,0,0,74,2,0,0,0,72,4,0,0,0,74,2,0,0,0,76,76,01800221,20170101800221003,06054
151,5,1,0,0,143,12,2,0,0,145,11,1,0,0,144,11,2,0,0,143,13,1,0,0,157,157,01800326,20170101800326003,15026
58,2,1,0,0,55,4,2,0,0,56,4,1,0,0,54,6,1,0,0,56,5,0,0,0,61,61,01300198,20170101300198001,08059
27,2,0,0,0,27,2,0,0,0,27,1,1,0,0,29,0,0,0,0,28,1,0,0,0,31,29,02900786,20170102900786001,06085
44,3,0,0,0,44,3,0,0,0,44,3,0,0,0,44,3,0,0,0,44,2,1,0,0,47,47,03600747,20180203600747099,06085
91,7,2,0,0,89,9,1,1,0,89,6,5,0,0,91,8,1,0,0,91,7,2,0,0,100,100,03601180,20170203601180176,06098
27,2,0,0,0,27,2,0,0,0,27,2,0,0,0,27,2,0,0,0,27,2,0,0,0,31,29,01100883,20170101100883004,06099
26,3,0,0,0,26,3,0,0,0,26,3,0,0,0,23,6,0,0,0,26,3,0,0,0,29,29,00900488,20170100900488001,06110
69,4,0,0,0,68,4,1,0,0,67,5,1,0,0,68,4,1,0,0,69,4,0,0,0,74,73,00600432,20170100600432006,06117
2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,02900523,20170102900523001,06120
27,2,0,0,0,27,1,1,0,0,28,1,0,0,0,29,0,0,0,0,28,1,0,0,0,31,29,02900621,20170102900621001,06120
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,02900777,20170102900777005,06120
118,1,0,0,0,118,1,0,0,0,115,4,0,0,0,117,2,0,0,0,118,1,0,0,0,120,119,03600929,20180203600929098,06121
43,1,0,0,0,43,1,0,0,0,43,1,0,0,0,43,1,0,0,0,43,1,0,0,0,57,44,01600257,20180201600257001,09007
79,2,1,0,0,79,2,1,0,0,80,2,0,0,0,80,2,0,0,0,78,4,0,0,0,92,82,01100791,20180201100791001,07040
38,1,0,0,0,38,1,0,0,0,38,1,0,0,0,39,0,0,0,0,39,0,0,0,0,40,39,01100984,20180201100984001,07040
20,0,0,0,0,20,0,0,0,0,20,0,0,0,0,19,1,0,0,0,19,1,0,0,0,20,20,01500292,20170101500292005,07041
27,0,0,0,0,27,0,0,0,0,27,0,0,0,0,26,1,0,0,0,26,1,0,0,0,28,27,01500293,20170101500293009,07041
76,7,0,0,0,77,6,0,0,0,79,4,0,0,0,75,8,0,0,0,78,5,0,0,0,83,83,02200189,20170102200189002,07042
54,2,0,0,0,54,2,0,0,0,53,3,0,0,0,54,2,0,0,0,54,1,1,0,0,56,56,01600306,20170201600306001,07043
38,2,0,0,0,38,1,1,0,0,38,1,1,0,0,38,1,1,0,0,38,2,0,0,0,40,40,03600147,20180203600147131,07064
14,3,1,1,0,13,4,1,1,0,15,2,1,1,0,14,3,1,1,0,15,2,1,1,0,19,19,01100664,20170101100664001,07070
14,2,2,1,0,15,2,1,1,0,15,1,2,1,0,15,2,1,1,0,15,1,2,1,0,19,19,01100994,20170101100994001,07070
13,4,1,1,0,14,3,1,1,0,14,3,1,1,0,14,3,1,1,0,14,3,1,1,0,19,19,01101017,20170101101017001,07070
18,4,1,1,0,18,3,2,1,0,18,3,2,1,0,18,4,1,1,0,19,3,1,1,0,23,24,01101053,20170101101053001,07070
58,3,0,0,0,57,4,0,0,0,56,5,0,0,0,56,4,1,0,0,55,5,1,0,0,53,61,01101140,20170101101140001,07097
61,4,0,0,0,62,3,0,0,0,61,4,0,0,0,59,5,1,0,0,60,5,0,0,0,65,65,01101141,20170101101141001,07097
35,0,0,0,0,34,1,0,0,0,35,0,0,0,0,35,0,0,0,0,35,0,0,0,0,35,35,00600488,20170100600488001,07102
