45,200004,0,1,48.0,010,76.70588235294117,97.25457615893585
45,200004,0,1,40.0,020,85.4698795180723,98.67017709217657
21,200004,0,1,32.0,120,75.06756756756756,97.83665233673989
45,200004,0,1,48.0,120,73.17808219178082,94.41401297348487
45,200004,0,1,56.0,010,71.15730337078651,89.64668954012981
21,200004,0,0,56.0,020,79.9,97.4207016648507
45,200006,0,3,32.0,000,66.25806451612904,94.53577245808118
45,200006,0,3,32.0,000,66.8888888888889,94.43323708146431
45,200006,0,3,32.0,000,67.0,96.03011371416024
45,200006,0,3,32.0,000,68.36666666666666,97.4271889851814
21,200007,0,0,40.0,020,77.25,94.23954687531729
21,200006,1,0,32.0,120,82.02857142857142,99.14891311582828
21,200007,1,0,64.0,010,80.91803278688525,98.66063067398301
21,200007,0,0,48.0,020,76.01111111111109,98.16310830958952
45,200008,0,0,48.0,010,75.21686746987952,96.36598498356732
84,200008,0,0,48.0,021,80.752,98.49667579985056
21,200008,1,1,40.0,021,68.19101123595507,97.3841943621168
21,200008,1,1,48.0,120,82.98019801980197,97.24294978950928
21,200008,0,0,40.0,401,85.75,97.85403133901742
21,200008,1,1,40.0,120,76.49438202247191,99.52582396484115
21,200008,1,0,64.0,010,71.01704545454545,95.79514250278248
45,200008,1,0,32.0,120,65.30232558139535,94.27725868294071
21,200009,1,0,56.0,010,70.0909090909091,96.376232914193
47,200012,0,0,96.0,020,83.375,98.52594355502907
21,200010,0,0,40.0,010,70.0204081632653,96.61478344724634
45,200012,1,0,40.0,010,74.79310344827586,97.72196849022042
84,200102,1,0,48.0,010,72.73170731707317,96.59624525749336
21,200104,1,0,32.0,010,72.83720930232558,97.0570715014773
45,200104,0,1,80.0,010,79.30769230769229,98.22409935651991
45,200104,0,1,80.0,010,74.17283950617283,96.92890916853649
21,200104,0,1,32.0,021,73.71739130434783,97.06763085080848
21,200104,0,1,64.0,010,68.64406779661017,96.23547316981107
21,200104,1,1,64.0,010,70.68918918918921,94.52855904211046
21,200104,0,0,48.0,010,76.52830188679245,98.03810326950337
84,200105,1,0,64.0,010,76.8754098360656,97.63611577587923
84,200105,1,1,80.0,010,75.44615384615385,94.64541901024872
84,200105,1,1,80.0,010,65.3,92.64931811396042
45,200106,0,1,32.0,010,73.57407407407408,97.11916841814819
45,200106,0,1,32.0,010,80.74468085106382,96.65994457359585
102,200102,1,0,48.0,010,84.06896551724137,97.88902184298176
21,200107,0,0,24.0,020,79.70454545454545,97.603849091791
21,200108,1,0,64.0,010,76.60526315789474,97.66032507298848
7,200108,0,2,24.0,020,77.12962962962962,99.01240235423758
7,200108,0,2,32.0,022,77.79780219780224,98.7151048698096
7,200108,0,2,24.0,023,70.41739130434782,98.12203102469788
45,200108,0,1,32.0,000,68.52941176470588,98.10662456707315
45,200108,0,1,32.0,000,71.48484848484848,97.89885193680212
84,200109,1,0,56.0,010,81.41176470588233,97.57626837898079
21,200109,1,0,64.0,010,84.29411764705883,97.53420182273595
84,200110,1,0,24.0,120,82.95454545454545,98.90025622190815
21,200110,0,0,48.0,010,65.65094339622641,94.23622540265792
45,200111,1,4,48.0,010,72.81521739130434,97.48997810706024
45,200111,1,4,56.0,010,74.8,82.30679881510311
45,200110,0,0,48.0,010,76.89473684210526,96.02930794635876
21,200201,1,0,40.0,120,79.54761904761905,97.11598303622637
45,200202,0,0,32.0,010,82.68627450980392,97.94189413134536
45,200202,0,0,48.0,010,80.31460674157303,99.13937831003632
84,200204,1,0,48.0,010,76.58333333333333,96.44735332478001
45,200204,0,0,48.0,020,76.56862745098039,97.93878751439036
84,200204,0,1,nan,200,82.47619047619048,98.57007316784753
84,200204,0,1,48.0,010,74.3225806451613,98.02247646105913
95,200205,1,0,32.0,020,79.34482758620689,97.946812042439
45,200204,0,2,48.0,010,78.8125,97.61662394089348
21,200207,1,0,36.0,000,85.6875,96.43169571302708
45,200207,0,0,32.0,000,77.92857142857143,98.63785300679243
45,200207,0,0,128.0,010,83.46296296296295,98.74023443745192
45,200208,0,2,16.0,000,84.3050847457627,98.21981238411304
45,200208,0,2,16.0,000,83.4140625,99.25457778996665
45,200208,0,2,16.0,000,83.3157894736842,99.24452331396994
84,200207,1,0,40.0,010,76.03571428571429,97.8233251909424
84,200207,1,0,96.0,010,83.98989898989899,96.96412665369151
47,200209,0,1,40.0,000,78.31111111111113,98.19310709908241
